phrase,target
The aim is an annual improvement in Ruukki Construction 's operating profit of more than EUR 3 million USD 4.1 m starting in 2009 ,positive
"29 September , 2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow ",positive
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier ,positive
"Earnings per share ( EPS ) amounted to EUR0 .98 , up from the loss of EUR0 .02 ",positive
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday ",positive
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 ,positive
"Finnish silicon wafer technology company Okmetic Oyj ( OMX Helsinki : OKM1V ) reported on Thursday ( 7 August ) an operating profit of EUR5 .3 m for the period January-June 2008 , up from EUR3 .3 m in the corresponding period in 2007 ",positive
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 ",positive
The economic occupancy rate of Sponda 's property portfolio rose to 91.2 % from 88.8 % in 2006 ,positive
"Last year the company raised its turnover to approximately 7 million litas EUR 2 mln , from 6.1 million litas in 2004 ",positive
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 ",positive
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 ",positive
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 ",positive
Operating profit excluding restructuring costs grew to EUR 44.5 million from EUR 31.7 million while operating profit including restructuring costs showed even larger growth to EUR 38.5 million from EUR 7.4 million ,positive
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year ",positive
"At the end of the review period , Nordic Aluminium 's order book stood at EUR 8.77 mn compared to EUR 7.04 in 2005 ",positive
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn ,positive
"efficiency improvement measures 20 January 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today that it will continue to improve its operational efficiency , by focusing on its profitable core operations ",positive
"Finnish pharmaceuticals company Orion reports profit before taxes of EUR 70.0 mn in the third quarter of 2010 , up from EUR 54.9 mn in the corresponding period in 2009 ",positive
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million ",positive
"Finnish Metso Paper has been awarded a contract for the rebuild of Sabah Forest Industries ' ( SFI ) pulp mill in Sabah , Malaysia ",positive
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year ",positive
"According to Finnish Metso Minerals , the value of the company 's orders has gone up to EUR 1.9 bn in 12 months ",positive
"In the first quarter of 2010 , the mark-to-market result was a pretax profit of EUR 133 million versus a loss of EUR 32 million in the same period last year ",positive
`` The trend in the sports and leisure markets was favorable in the first months of the year ,positive
"HELSINKI ( AFX ) - Retail and wholesale group Kesko reported net sales of 659.4 mln eur for February , an increase of 10.8 pct year-on-year ",positive
Olvi has posted a strong set of figures for the first six months of this year ,positive
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates ",positive
The loss for the third quarter of 2007 was EUR 0.3 mn smaller than the loss of the second quarter of 2007 ,positive
"By 14:29 CET on Monday , shares in Bavarian Nordic had climbed 1.21 % to DKK250 on the stock exchange in Copenhagen after having lost 7.41 % in the past month ",positive
"Net sales rose by 25.5 % year-on-year to EUR59 .6 m , as the number of chargers delivered went up by 41 % to 65.9 million pieces ",positive
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago ,positive
"Both operating profit and net sales for the six-month period increased , respectively from EUR18 .1 m and EUR127 .6 m , as compared to the corresponding period in 2006 ",positive
"Kesko 's car import and retailing business , VV-Auto , saw sales grow by 17.1 pct ",positive
Olvi expects sales and market share to increase in the first quarter of 2010 ,positive
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 ",positive
Unit costs for flight operations fell by 6.4 percent ,positive
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 ,positive
"Finnish steel maker Rautaruukki Oyj ( HEL : RTRKS ) , or Ruukki , said today its net loss contracted to EUR 49 million ( USD 68.2 m ) for the first nine months of 2010 from EUR 229 million for the same period a year ago ",positive
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year ",positive
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 ",positive
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 ",positive
"Operating profit totalled EUR 5.8 mn , up from a loss of EUR 1.7 mn in the fourth quarter of 2009 ",positive
"Finnish metal products company Componenta Oyj ( HEL : CTH1V ) said today its net loss narrowed to EUR 500,000 ( USD 680,000 ) in the last quarter of 2010 from EUR 5.3 million for the same period a year earlier ",positive
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) ",positive
Earnings per share were higher at 0.48 against 0.37 a year before and ahead of market consensus of 0.40 eur ,positive
"However , net sales in 2010 are seen to have grown to EUR598 .3 m from EUR582 .3 m in 2009 ",positive
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units ",positive
"Jarmo Honkamaa , head of the oil refining business at Neste Oil , says the situation looks promising from their viewpoint ",positive
Profit for the period increased from EUR 2.9 mn to EUR 10.5 mn ,positive
Biohit already services many current Genesis customers and the customer base is expected to expand as a result of this agreement ,positive
"Savon koulutuskuntayhtyma , Finland based company has awarded contract for specialist agricultural or forestry machinery ",positive
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year ,positive
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 ,positive
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn ",positive
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur ",positive
The diluted loss per share narrowed to EUR 0.27 from EUR 0.86 ,positive
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn ,positive
"According to Nordic financial group Nordea 's analyst Sami Sarkamies , this makes Nokia 's portfolio competitive again ",positive
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 ",positive
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 ",positive
"Both operating profit and net sales for the 12-month period increased , respectively from EUR21 .5 m and EUR196 .1 m , as compared to 2005 ",positive
28 October 2010 - Finnish wood products technology supplier Raute Oyj HEL : RUTAV said today it swung to a net profit of EUR3m for the first nine months of 2010 versus a net loss of EUR5 .2 m for the same period a year earlier ,positive
Operating profit totaled EUR 17.7 mn compared to EUR 17.6 mn in the corresponding period in 2007 ,positive
"Sales climbed 19.2 pct to 1.002 bln eur , surpassing the 953 mln eur consensus figure ",positive
With this appointment Kaupthing Bank aims to further co-ordinate Capital Markets activities within the Group and to improve the overall service to clients ,positive
Sales have risen in other export markets ,positive
The fair value of the company 's investment properties grew to EUR 2.803 billion at the end of March 2009 from EUR 2.691 million a year ago ,positive
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 ,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 ,positive
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier ,positive
"The restructuring creates a more efficient organization with increased operational focus and stable profitability , and leads to more efficient production , said Bo Annvik , head of Specialty Stainless ",positive
"Raisio 's bid to buy Glisten is a `` win-win '' deal for both companies , the chairman of the UK snacks firm told just-food today 10 February ",positive
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. ",positive
This new partnership agreement represents a significant milestone for both parties ,positive
The new factory working model and reorganisations would decrease Nokian Tyres ' costs in the factory by EUR 30 million ( USD 38.7 m ) ,positive
